t,rms_db,low_db,mid_db,high_db
29.4893,40.88,39.71,34.60,4.97
29.5010,38.95,37.17,34.21,5.16
29.5126,34.59,33.06,29.12,15.63
29.5242,31.10,24.28,18.70,29.75
29.5358,37.68,9.52,9.19,37.67
29.5474,40.55,4.40,8.74,40.55
29.5590,38.77,15.43,17.22,38.71
29.5706,37.98,33.37,34.22,31.58
29.5822,45.47,38.71,44.40,20.86
29.5938,48.48,39.06,47.92,19.20
29.6054,46.25,39.69,45.14,14.21
29.6171,39.09,37.63,33.60,1.86
29.6287,34.01,33.84,19.84,-8.59
29.6403,27.20,27.02,13.34,-11.89
29.6519,15.52,14.98,5.60,-3.86
29.6635,19.06,8.17,10.41,17.78
29.6751,32.70,10.01,12.74,32.62
29.6867,40.47,4.26,8.94,40.46
29.6983,43.71,-2.75,6.57,43.71
29.7099,42.61,-9.76,4.74,42.61
29.7215,39.51,-10.59,3.54,39.51
29.7332,37.65,-12.23,3.78,37.65
29.7448,34.13,-8.06,6.41,34.12
29.7564,29.15,14.29,15.19,28.81
29.7680,35.25,29.42,33.72,20.66
29.7796,43.26,36.01,42.33,18.40
29.7912,45.52,37.69,44.71,16.96
29.8028,44.87,36.72,44.11,15.59
29.8144,44.43,35.79,43.75,15.30
29.8260,43.75,35.83,42.95,15.70
29.8376,43.38,35.98,42.47,16.14
29.8493,43.17,36.38,42.09,15.68
29.8609,41.71,36.14,40.22,13.34
29.8725,39.10,36.45,35.64,9.40
29.8841,40.28,39.49,32.44,6.15
29.8957,41.28,40.62,32.77,7.24
29.9073,41.44,40.60,33.86,8.00
29.9189,41.36,40.32,34.58,10.74
29.9305,40.57,39.23,34.73,11.84
29.9421,39.44,37.76,34.45,12.36
29.9537,38.35,36.57,33.55,13.05
29.9654,36.96,35.13,32.28,10.11
29.9770,34.40,32.31,30.20,3.62
29.9886,29.87,28.25,24.79,-5.54
30.0002,23.41,22.58,15.84,-11.66
30.0118,14.80,14.58,1.40,-14.90
30.0234,4.54,3.93,-4.74,-16.98
30.0350,1.61,-4.06,-0.02,-15.28
30.0466,6.19,-3.72,5.52,-9.93
30.0582,8.78,-1.98,8.12,-5.93
30.0698,10.04,-0.78,9.21,-3.07
30.0815,11.39,-3.19,10.80,-2.10
30.0931,11.75,-7.06,11.35,-1.80
30.1047,11.75,-8.03,11.30,-1.55
30.1163,10.63,-9.79,10.16,-2.48
30.1279,8.66,-13.00,8.28,-5.46
30.1395,5.93,-11.75,5.59,-9.60
30.1511,4.12,-2.69,2.89,-12.94
30.1627,3.03,0.56,-0.92,-17.87
30.1743,-1.03,-1.79,-10.31,-21.89
30.1859,-8.16,-10.10,-15.20,-24.23
30.1976,-11.94,-13.51,-19.12,-30.54
30.2092,-15.78,-21.46,-25.69,-25.78
30.2208,11.05,7.25,7.99,-1.69
30.2324,24.53,19.71,21.88,14.77
30.2440,30.32,20.94,28.80,22.26
30.2556,33.31,14.18,32.54,23.94
30.2672,35.13,25.62,34.11,23.20
30.2788,38.48,35.00,35.64,22.22
30.2904,43.38,38.45,41.64,22.90
30.3020,47.16,39.01,46.42,23.19
30.3137,48.93,38.90,48.46,20.41
30.3253,48.80,39.10,48.30,15.92
30.3369,46.02,40.91,44.40,10.68
30.3485,45.25,42.73,41.68,9.39
30.3601,45.83,42.68,42.95,7.72
30.3717,46.28,42.59,43.86,6.14
30.3833,46.52,42.17,44.54,3.94
30.3949,46.65,41.27,45.16,2.18
30.4065,48.21,40.33,47.44,6.65
30.4181,48.65,38.76,48.18,10.05
30.4298,47.27,37.71,46.76,9.67
30.4414,46.58,37.86,45.95,7.95
30.4530,45.94,38.00,45.18,4.53
30.4646,45.53,37.79,44.73,1.78
30.4762,43.89,38.18,42.53,-0.16
30.4878,39.68,37.09,36.21,-3.58
30.4994,32.52,31.62,25.24,-9.94
30.5110,21.51,21.30,8.29,-15.18
30.5226,6.73,6.49,-6.35,-18.18
30.5342,15.41,-2.92,15.22,-0.92
30.5459,31.18,16.71,30.95,12.60
30.5575,37.57,29.30,36.84,14.02
30.5691,46.04,34.12,45.74,11.91
30.5807,49.18,37.18,48.89,14.57
30.5923,49.31,37.49,49.01,16.57
30.6039,47.86,35.85,47.58,15.60
30.6155,45.63,33.72,45.34,12.35
30.6271,39.47,30.64,38.86,4.46
30.6387,28.77,26.54,24.80,-10.40
30.6503,24.30,23.76,14.95,-13.70
30.6620,21.69,21.39,9.84,-13.10
30.6736,27.26,26.58,18.87,-8.95
30.6852,36.86,36.52,25.70,-2.41
30.6968,41.70,41.44,29.45,1.15
30.7084,44.15,43.89,31.71,2.82
30.7200,45.54,45.31,32.65,2.30
30.7316,45.89,45.66,32.83,1.54
30.7432,45.76,45.31,35.67,4.89
30.7548,45.39,43.78,40.27,11.03
30.7664,43.89,41.16,40.56,13.53
30.7780,42.26,40.10,38.15,12.66
30.7897,40.50,38.84,35.50,8.06
30.8013,39.13,37.83,33.25,2.60
30.8129,38.84,37.64,32.67,0.34
30.8245,38.92,37.75,32.65,-0.72
30.8361,38.81,37.50,32.95,-2.16
30.8477,38.53,36.91,33.46,-1.73
30.8593,38.45,36.53,33.94,1.06
30.8709,38.86,36.28,35.28,3.56
30.8825,40.01,36.05,37.69,6.97
30.8941,41.67,35.58,40.39,10.41
30.9058,42.82,34.94,42.00,11.69
30.9174,42.77,34.06,42.11,13.19
30.9290,43.10,33.32,42.58,14.08
30.9406,43.77,32.10,43.44,13.52
30.9522,44.43,30.93,44.22,12.41
30.9638,44.21,30.13,44.03,13.89
30.9754,44.47,29.68,44.31,15.16
30.9870,45.04,29.39,44.91,15.48
30.9986,45.33,29.77,45.20,14.68
31.0102,44.68,29.74,44.53,13.92
31.0219,42.23,29.54,41.99,11.22
31.0335,37.15,28.25,36.54,4.38
31.0451,28.89,24.69,26.81,-6.51
31.0567,17.01,14.78,13.02,-11.70
31.0683,7.45,5.30,3.10,-13.68
31.0799,8.15,1.63,7.00,-15.24
31.0915,5.28,-0.39,3.83,-16.56
31.1031,7.26,-4.15,6.86,-13.87
31.1147,8.64,-3.85,8.32,-11.88
31.1263,9.68,-6.46,9.49,-10.46
31.1380,10.62,-7.76,10.43,-9.57
31.1496,9.75,-7.94,9.50,-9.56
31.1612,7.72,-9.61,7.37,-9.71
31.1728,5.33,-11.18,4.93,-11.23
31.1844,2.01,-6.75,1.12,-13.40
31.1960,1.81,-0.56,-2.22,-16.91
31.2076,0.50,-1.38,-4.23,-20.70
31.2192,-3.43,-5.96,-7.60,-19.50
31.2308,9.99,9.79,-3.64,-16.82
31.2424,28.25,27.84,17.80,-7.46
31.2541,37.15,36.18,30.12,0.73
31.2657,42.76,41.22,37.51,5.21
31.2773,45.85,43.47,42.09,7.30
31.2889,47.52,43.91,45.03,6.66
31.3005,48.42,42.66,47.08,4.95
31.3121,49.15,38.65,48.74,7.68
31.3237,49.39,40.28,48.81,13.34
31.3353,48.28,41.55,47.22,15.62
31.3469,47.46,41.67,46.12,14.60
31.3585,46.94,42.10,45.21,13.39
31.3702,47.00,41.91,45.39,10.08
31.3818,47.29,41.51,45.95,6.71
31.3934,47.17,40.94,45.98,4.14
31.4050,45.88,40.47,44.41,2.57
31.4166,41.75,38.80,38.68,2.60
31.4282,34.14,33.17,27.17,-2.48
31.4398,22.58,21.83,14.58,-11.17
31.4514,8.16,4.15,5.92,-15.28
31.4630,-2.14,-4.96,-6.03,-15.42
31.4746,24.31,21.00,21.48,3.09
31.4863,40.15,34.52,38.69,17.22
31.4979,46.48,37.57,45.81,21.86
31.5095,47.72,38.25,47.14,21.79
31.5211,46.71,39.43,45.75,20.56
31.5327,45.18,38.16,44.18,17.19
31.5443,41.44,35.22,40.22,11.27
31.5559,34.40,31.09,31.66,-1.48
31.5675,29.06,28.72,17.79,-11.94
31.5791,25.98,25.69,14.01,-12.36
31.5907,23.41,22.83,14.27,-7.21
31.6024,24.84,23.98,16.85,0.84
31.6140,31.62,30.99,22.57,2.85
31.6256,37.32,36.65,28.74,2.08
31.6372,40.91,40.06,33.28,6.23
31.6488,43.14,41.48,38.11,9.00
31.6604,45.23,40.52,43.42,12.39
31.6720,48.25,37.65,47.84,17.65
31.6836,49.71,33.55,49.59,20.55
31.6952,49.24,32.08,49.14,20.13
31.7068,47.24,33.63,47.04,15.83
31.7185,43.39,33.08,42.96,8.51
31.7301,34.16,27.21,33.18,-2.76
31.7417,18.97,17.18,14.24,-10.33
31.7533,5.62,1.13,3.41,-13.57
31.7649,15.67,8.96,9.95,12.01
31.7765,26.15,16.19,18.03,24.68
31.7881,36.50,13.42,16.17,36.43
31.7997,42.09,2.77,9.06,42.09
31.8113,43.11,-6.08,4.44,43.11
31.8229,41.89,-9.48,2.39,41.89
31.8346,37.80,2.29,6.84,37.80
31.8462,32.66,7.85,12.29,32.60
31.8578,35.25,29.49,30.53,31.16
31.8694,42.82,39.08,40.12,28.45
31.8810,43.12,39.17,40.75,24.49
31.8926,46.46,40.61,45.13,19.96
31.9042,46.92,40.56,45.76,17.72
31.9158,47.32,41.36,46.04,17.68
31.9274,46.46,38.87,45.62,16.96
31.9390,46.09,37.96,45.35,15.54
31.9507,45.28,37.24,44.52,15.93
31.9623,44.45,36.28,43.72,15.00
31.9739,44.88,38.00,43.87,12.73
31.9855,43.27,36.23,42.28,9.89
31.9971,41.45,37.99,38.83,4.19
32.0087,41.64,40.09,36.38,1.37
32.0203,42.64,41.15,37.26,-0.47
32.0319,40.37,38.00,36.60,-0.79
32.0435,35.30,33.21,30.79,19.79
32.0551,33.73,25.64,21.22,32.68
32.0668,36.63,12.71,12.73,36.59
32.0784,34.59,3.14,11.56,34.56
32.0900,32.75,20.20,17.60,32.36
32.1016,39.37,35.65,36.34,27.86
32.1132,46.51,39.61,45.43,25.37
32.1248,47.57,38.11,46.97,23.88
32.1364,44.11,35.93,43.32,17.69
32.1480,37.93,35.53,34.19,5.52
32.1596,33.55,33.40,18.75,-4.05
32.1712,30.06,29.95,14.00,-10.01
32.1829,29.04,28.95,12.32,-13.08
32.1945,30.87,30.81,12.54,-12.93
32.2061,32.41,32.34,14.06,-7.65
32.2177,33.95,33.90,14.80,-7.51
32.2293,35.41,35.36,16.07,-12.59
32.2409,35.63,35.54,18.48,-7.05
32.2525,39.03,36.17,35.83,9.92
32.2641,44.21,37.02,43.26,17.91
32.2757,46.23,35.53,45.82,18.85
32.2873,46.05,34.82,45.70,15.97
32.2990,46.16,34.15,45.87,14.43
32.3106,46.28,34.84,45.95,14.04
32.3222,45.06,35.62,44.53,13.88
32.3338,42.81,36.09,41.76,13.56
32.3454,43.74,36.85,42.74,11.96
32.3570,44.76,37.28,43.89,14.99
32.3686,45.92,37.17,45.28,15.86
32.3802,46.97,36.24,46.58,15.83
32.3918,46.92,34.52,46.66,14.74
32.4034,45.68,32.72,45.45,10.63
32.4151,43.92,33.05,43.55,12.10
32.4267,44.83,34.07,44.45,16.15
32.4383,46.01,34.25,45.70,19.32
32.4499,46.71,34.13,46.45,20.34
32.4615,46.99,34.43,46.73,20.70
32.4731,47.55,34.76,47.30,20.39
32.4847,48.00,34.73,47.78,21.52
32.4963,47.92,34.44,47.71,21.56
32.5079,47.64,34.17,47.42,22.86
32.5195,46.92,33.98,46.67,22.80
32.5312,45.08,34.77,44.63,21.97
32.5428,40.97,34.31,39.90,16.95
32.5544,32.29,28.03,30.23,7.92
32.5660,16.43,15.11,10.49,-6.94
32.5776,6.57,5.24,0.19,-10.20
32.5892,20.66,17.80,16.85,7.86
32.6008,26.69,22.27,24.16,14.70
32.6124,32.27,20.08,31.76,18.51
32.6240,34.97,28.68,33.67,17.28
32.6356,38.14,35.21,35.00,13.58
32.6473,41.82,37.77,39.64,11.89
32.6589,41.34,38.47,38.17,8.97
32.6705,42.27,41.58,33.94,3.89
32.6821,43.97,43.39,34.95,5.90
32.6937,43.57,42.77,35.80,5.80
32.7053,42.23,41.08,35.89,3.10
32.7169,39.49,37.69,34.78,-2.12
32.7285,33.02,29.99,30.04,-4.70
32.7401,25.49,22.00,22.46,12.48
32.7517,26.82,19.36,23.78,21.27
32.7634,28.18,20.55,24.50,23.03
32.7750,29.58,25.54,25.67,20.99
32.7866,31.64,29.83,26.06,18.32
32.7982,33.70,32.25,27.79,16.62
32.8098,35.93,34.39,30.42,15.81
32.8214,37.84,36.53,31.87,13.74
32.8330,39.38,38.42,32.21,10.27
32.8446,40.33,39.47,32.46,10.20
32.8562,40.41,39.42,32.94,10.88
32.8678,39.57,38.10,33.76,10.13
32.8795,38.86,36.69,34.49,9.21
32.8911,38.49,35.98,34.64,8.16
32.9027,38.18,35.45,34.66,7.69
32.9143,37.82,34.72,34.71,7.20
32.9259,37.43,33.96,34.68,7.27
32.9375,37.07,33.58,34.38,6.16
32.9491,36.84,33.54,34.00,5.57
32.9607,37.01,33.33,34.50,6.42
32.9723,36.62,32.17,34.59,6.82
32.9839,34.74,29.86,32.97,6.05
32.9956,30.65,26.58,28.44,5.03
33.0072,23.61,22.16,17.83,3.05
33.0188,17.93,16.18,12.65,-0.94
33.0304,11.97,10.24,6.75,-6.96
33.0420,5.45,4.12,-0.69,-13.81
33.0536,-2.79,-3.59,-12.08,-21.14
33.0652,-7.21,-12.28,-10.03,-18.57
33.0768,-0.37,-10.97,-1.43,-11.67
33.0884,4.34,-9.98,3.63,-7.85
33.1000,6.53,-11.60,5.99,-6.18
33.1117,8.59,-9.81,8.11,-4.51
33.1233,10.22,-8.74,9.81,-3.10
33.1349,10.12,-8.13,9.65,-3.05
33.1465,10.02,-11.77,9.61,-3.89
33.1581,8.73,-12.96,8.35,-5.21
33.1697,6.92,-12.27,6.47,-6.89
33.1813,4.25,-11.98,3.62,-8.45
33.1929,0.19,-12.02,-0.82,-10.37
33.2045,-2.64,-8.89,-4.73,-12.66
33.2161,1.30,-1.46,-2.71,-14.17
33.2278,-1.00,-3.75,-5.07,-15.07
33.2394,-12.32,-16.76,-16.23,-21.81
33.2510,-11.92,-31.61,-12.48,-23.68
33.2626,-4.49,-25.89,-4.99,-15.52
33.2742,0.97,-10.67,0.29,-11.54
33.2858,23.25,15.74,22.08,10.28
33.2974,30.26,24.64,28.13,19.60
33.3090,34.20,25.92,32.53,25.04
33.3206,35.59,22.51,34.60,25.27
33.3322,35.54,27.33,34.28,22.55
33.3439,42.06,33.63,41.33,19.52
33.3555,46.94,36.05,46.55,18.73
33.3671,48.37,36.74,48.05,20.45
33.3787,46.44,38.39,45.69,15.22
33.3903,44.42,41.55,41.27,4.04
33.4019,46.78,43.79,43.75,8.19
33.4135,47.38,44.57,44.16,11.95
33.4251,46.77,44.22,43.23,14.18
33.4367,45.61,43.84,40.84,12.32
33.4483,43.00,42.01,36.05,9.24
33.4600,37.24,36.56,28.82,7.54
33.4716,27.35,24.32,24.29,4.99
33.4832,25.35,20.42,23.39,9.99
33.4948,28.56,24.23,26.07,14.39
33.5064,31.38,24.74,29.73,19.55
33.5180,33.82,24.31,32.62,23.37
33.5296,34.59,23.82,33.59,24.00
33.5412,34.09,24.99,32.92,23.01
33.5528,33.92,27.81,32.30,20.15
33.5644,37.34,29.77,36.44,16.53
33.5761,42.35,29.78,42.09,14.90
33.5877,44.78,28.81,44.66,14.33
33.5993,45.14,27.68,45.05,15.25
33.6109,44.33,26.37,44.25,14.08
33.6225,43.96,25.73,43.88,12.83
33.6341,43.77,25.88,43.68,13.48
33.6457,44.08,27.67,43.95,13.05
33.6573,44.16,29.93,43.95,10.05
33.6689,42.47,33.44,41.86,4.29
33.6805,41.12,38.93,37.10,3.38
33.6922,43.44,41.83,38.34,7.06
33.7038,44.02,40.05,41.80,6.25
33.7154,42.68,36.45,41.49,3.83
33.7270,39.39,34.46,37.71,1.09
33.7386,32.91,30.13,29.66,-1.00
33.7502,24.30,19.52,22.50,2.66
33.7618,27.08,5.98,26.94,10.51
33.7734,26.13,0.26,25.93,12.10
33.7850,28.15,2.15,27.96,14.00
33.7966,31.38,0.85,31.26,14.99
33.8083,31.18,4.54,31.07,13.56
33.8199,32.47,27.60,30.70,11.25
33.8315,39.77,36.57,36.94,9.11
33.8431,44.85,39.56,43.33,11.13
33.8547,46.91,40.80,45.68,12.38
33.8663,47.50,42.13,46.00,11.05
33.8779,47.45,43.03,45.50,8.51
33.8895,46.57,42.71,44.27,6.15
33.9011,45.50,41.99,42.93,4.80
33.9127,44.77,41.39,42.09,4.16
33.9244,44.36,40.93,41.73,3.62
33.9360,44.05,40.54,41.49,3.55
33.9476,44.10,40.60,41.52,4.03
33.9592,44.23,40.57,41.78,5.07
33.9708,44.33,39.79,42.43,5.95
33.9824,44.27,38.11,43.06,5.44
33.9940,41.74,34.96,40.71,4.01
34.0056,35.06,30.51,33.17,2.93
34.0172,28.45,27.16,22.50,0.63
34.0288,22.96,22.07,15.51,-3.31
34.0405,16.35,15.76,7.27,-9.99
34.0521,8.37,8.00,-3.05,-15.67
34.0637,2.65,-0.71,-0.45,-13.06
34.0753,6.73,-1.05,5.74,-10.44
34.0869,9.77,-2.69,9.30,-5.50
34.0985,11.02,-4.95,10.60,-2.38
34.1101,12.00,-5.05,11.50,-0.35
34.1217,12.89,-5.48,12.37,0.36
34.1333,13.26,-6.59,12.77,0.02
34.1449,12.75,-7.87,12.36,-0.76
34.1566,9.09,-9.10,8.61,-3.18
34.1682,5.40,-5.15,4.50,-6.54
34.1798,6.45,4.64,0.98,-10.39
34.1914,8.21,7.00,1.56,-11.65
34.2030,2.13,0.52,-3.98,-17.76
34.2146,-14.56,-16.70,-24.42,-27.45
34.2262,-13.20,-17.92,-25.82,-23.15
34.2378,10.45,4.75,8.28,-3.14
34.2494,24.81,21.39,21.78,9.65
34.2610,28.47,24.27,25.93,14.78
34.2727,33.03,25.24,31.85,19.76
34.2843,37.08,32.60,34.84,22.16
34.2959,39.86,37.35,36.01,23.00
34.3075,44.05,39.68,42.02,23.19
34.3191,46.74,38.25,46.05,23.51
34.3307,47.51,36.16,47.16,22.65
34.3423,47.51,36.39,47.15,22.34
34.3539,47.43,36.81,47.01,24.55
34.3655,46.50,36.30,46.05,21.37
34.3771,42.60,35.09,41.74,11.65
34.3888,42.35,36.85,40.92,9.74
34.4004,45.53,37.57,44.77,10.92
34.4120,44.65,36.30,43.97,8.86
34.4236,42.92,36.06,41.92,7.73
34.4352,44.77,36.67,44.03,12.72
34.4468,46.73,36.94,46.24,16.96
34.4584,47.52,36.75,47.12,20.09
34.4700,47.64,36.34,47.28,20.96
34.4816,47.07,35.55,46.71,20.00
34.4932,46.32,35.27,45.93,18.06
34.5049,46.27,38.79,45.40,13.57
34.5165,43.75,39.67,41.58,7.65
34.5281,37.16,36.40,29.22,-3.81
34.5397,36.17,35.71,26.20,-9.30
34.5513,36.84,36.76,19.41,4.62
34.5629,37.34,37.28,18.30,10.44
34.5745,38.96,37.54,33.38,12.04
34.5861,46.14,39.27,45.12,15.52
34.5977,48.90,41.30,48.05,19.59
34.6093,49.73,40.12,49.20,19.33
34.6210,48.55,37.56,48.17,19.22
34.6326,45.28,35.34,44.77,19.99
34.6442,44.46,33.88,44.02,21.06
34.6558,43.75,32.88,43.33,22.09
34.6674,42.02,31.91,41.50,22.06
34.6790,40.34,31.80,39.58,22.13
34.6906,37.40,31.07,36.04,21.19
34.7022,32.11,28.33,29.36,17.38
34.7138,25.92,24.78,17.59,14.07
34.7254,28.26,27.25,20.25,13.88
34.7371,36.29,35.70,26.57,17.63
34.7487,40.40,39.97,29.45,20.38
34.7603,42.77,42.18,33.46,21.41
34.7719,44.41,42.64,39.56,21.96
34.7835,45.12,41.45,42.64,21.08
34.7951,45.36,41.47,43.05,18.87
34.8067,44.82,41.84,41.76,15.58
34.8183,45.11,44.26,37.62,13.75
34.8299,47.08,46.64,36.88,15.29
34.8415,47.95,47.54,37.42,17.23
34.8532,48.23,47.79,38.02,17.04
34.8648,47.96,47.48,38.11,17.28
34.8764,47.08,46.66,36.71,15.17
34.8880,47.19,45.98,41.04,12.47
34.8996,46.20,44.75,40.67,13.57
34.9112,45.29,44.06,39.10,14.67
34.9228,45.20,43.86,39.31,16.77
34.9344,44.88,43.31,39.54,17.79
34.9460,43.98,41.91,39.62,19.87
34.9576,40.58,37.63,37.09,26.49
34.9693,37.51,27.97,28.16,36.36
34.9809,39.60,15.29,17.33,39.56
34.9925,36.64,7.09,15.69,36.59
35.0041,32.06,3.06,15.67,31.94
35.0157,32.51,7.86,16.67,32.35
35.0273,32.72,27.83,26.42,29.07
35.0389,38.57,36.15,34.66,20.69
35.0505,40.78,38.05,37.42,13.46
35.0621,37.96,34.37,35.43,8.84
35.0737,26.80,23.24,24.23,1.44
35.0854,14.63,13.05,8.72,0.66
35.0970,11.93,3.38,9.65,5.63
35.1086,14.46,2.71,13.01,6.98
35.1202,22.60,13.33,21.85,6.88
35.1318,28.93,17.06,28.52,9.97
35.1434,30.83,15.19,30.57,13.61
35.1550,30.22,11.64,29.89,15.53
35.1666,30.27,4.55,29.87,16.84
35.1782,30.92,11.31,30.46,17.83
35.1898,31.91,20.54,31.19,18.84
35.2015,35.45,31.76,32.79,18.74
35.2131,39.96,37.36,36.41,18.76
35.2247,43.58,38.52,41.92,20.31
35.2363,46.12,37.37,45.47,21.71
35.2479,47.59,36.41,47.23,23.04
35.2595,47.95,35.84,47.66,23.69
35.2711,47.32,35.92,46.98,22.48
35.2827,47.09,36.35,46.70,21.50
35.2943,46.60,36.04,46.19,21.02
35.3059,45.18,35.29,44.69,20.83
35.3176,41.48,35.05,40.32,19.06
35.3292,37.62,34.88,34.20,17.65
35.3408,37.49,35.16,33.58,16.06
35.3524,36.64,35.55,29.97,12.99
35.3640,35.52,35.20,23.64,12.81
35.3756,39.92,35.73,37.82,13.83
35.3872,45.55,37.00,44.89,16.22
35.3988,46.77,36.74,46.30,16.66
35.4104,46.30,35.87,45.89,14.95
35.4220,46.25,35.09,45.91,11.27
35.4337,45.67,34.84,45.30,8.77
35.4453,43.88,35.60,43.18,12.28
35.4569,42.22,36.58,40.81,15.61
35.4685,42.87,37.05,41.52,16.64
35.4801,43.73,36.95,42.68,16.01
35.4917,44.14,37.01,43.17,14.77
35.5033,43.90,36.56,42.99,13.22
35.5149,43.61,35.60,42.84,12.25
35.5265,43.61,35.76,42.81,11.59
35.5381,43.77,36.08,42.95,12.26
35.5498,43.21,35.97,42.29,12.30
35.5614,43.46,34.87,42.81,12.10
35.5730,45.27,32.94,45.01,13.82
35.5846,45.91,32.28,45.71,15.80
35.5962,45.25,33.05,44.97,18.64
35.6078,45.04,33.85,44.68,20.35
35.6194,45.64,33.97,45.31,21.81
35.6310,45.75,33.99,45.44,21.34
35.6426,45.85,33.88,45.54,21.69
35.6542,45.92,33.58,45.64,21.56
35.6659,45.48,32.99,45.21,21.12
35.6775,45.47,32.19,45.24,20.13
35.6891,44.67,32.78,44.37,18.80
35.7007,43.93,32.59,43.59,18.00
35.7123,43.78,31.76,43.49,17.57
35.7239,42.99,30.80,42.71,17.31
35.7355,41.71,29.54,41.42,17.64
35.7471,38.80,28.39,38.35,16.71
35.7587,34.12,26.64,33.23,12.54
35.7703,28.83,24.43,26.80,8.07
35.7820,24.12,20.65,21.45,2.11
35.7936,18.42,15.41,15.15,0.84
35.8052,13.85,7.77,9.82,8.02
35.8168,17.42,-2.36,14.25,13.29
35.8284,19.31,-4.42,16.42,15.00
35.8400,20.34,-5.43,17.84,15.43
35.8516,19.92,-6.49,17.45,14.79
35.8632,18.19,-6.85,16.69,10.94
35.8748,16.76,-7.80,15.98,5.56
35.8864,14.95,-8.31,14.24,3.11
35.8980,14.31,-6.19,13.62,2.28
35.9097,14.83,-2.80,13.98,4.12
35.9213,14.20,-4.89,13.26,4.52
35.9329,11.63,-9.02,10.46,3.38
35.9445,7.94,-8.65,6.21,1.13
35.9561,5.79,-3.92,2.36,0.81
35.9677,7.43,1.78,3.01,1.83
35.9793,23.17,20.44,19.73,3.26
35.9909,33.74,30.03,31.28,7.76
36.0025,38.48,34.22,36.39,11.61
36.0141,41.15,36.37,39.35,13.83
36.0258,42.80,37.48,41.25,13.78
36.0374,43.81,38.08,42.42,14.28
36.0490,45.80,37.98,44.99,17.10
36.0606,46.59,37.44,46.00,20.67
36.0722,47.07,37.96,46.47,23.39
36.0838,47.53,39.10,46.82,24.16
36.0954,48.14,39.01,47.55,21.59
36.1070,48.65,37.08,48.32,17.46
36.1186,49.07,32.47,48.97,13.08
36.1302,46.27,23.06,46.24,14.01
36.1419,40.90,10.63,40.89,13.56
36.1535,37.33,16.63,37.28,11.62
36.1651,39.84,26.08,39.63,11.85
36.1767,44.50,31.67,44.23,16.43
36.1883,47.46,34.41,47.21,20.13
36.1999,47.54,35.78,47.20,22.00
36.2115,44.64,35.36,44.02,22.43
36.2231,38.88,33.72,37.08,22.71
36.2347,30.71,27.49,25.72,23.09
36.2463,27.55,17.12,20.94,25.48
36.2580,32.07,5.64,21.32,31.56
36.2696,36.92,1.04,17.37,36.85
36.2812,36.64,-2.28,13.33,36.61
36.2928,33.74,-3.76,14.10,33.66
36.3044,33.42,4.18,17.29,33.22
36.3160,33.29,25.65,26.03,31.15
36.3276,40.92,37.02,38.34,25.40
36.3392,44.86,40.03,43.03,23.58
36.3508,42.17,37.44,40.29,21.36
36.3624,33.91,31.98,29.15,16.68
36.3741,28.11,27.46,18.27,12.68
36.3857,23.92,22.22,16.23,14.95
36.3973,27.67,22.30,25.50,16.64
36.4089,31.28,27.69,28.23,18.32
36.4205,31.92,26.30,30.06,19.31
36.4321,32.71,20.82,32.02,20.41
36.4437,32.37,16.51,31.84,19.47
36.4553,32.29,20.66,31.43,18.14
36.4669,33.33,28.34,31.19,16.80
36.4785,37.05,35.13,32.35,15.90
36.4902,40.52,38.20,36.62,17.72
36.5018,43.25,38.61,41.39,19.30
36.5134,45.93,37.79,45.19,20.24
36.5250,47.65,36.04,47.32,22.05
36.5366,48.19,34.45,47.98,23.78
36.5482,48.25,35.20,48.02,22.49
36.5598,47.62,36.02,47.29,20.54
36.5714,46.39,35.91,45.97,19.62
36.5830,43.17,35.11,42.42,16.63
36.5946,37.85,34.43,35.21,11.12
36.6063,36.96,33.66,34.21,9.56
36.6179,37.22,34.05,34.35,8.98
36.6295,36.85,35.08,32.07,6.19
36.6411,36.85,35.71,30.47,4.60
36.6527,41.97,35.48,40.86,12.79
36.6643,46.28,36.38,45.79,17.71
36.6759,47.24,36.56,46.84,19.09
36.6875,47.12,35.52,46.80,17.93
36.6991,46.54,34.70,46.24,17.57
36.7107,45.70,34.76,45.33,13.84
36.7224,43.62,36.08,42.78,9.71
36.7340,42.54,36.98,41.11,10.84
36.7456,43.75,37.08,42.69,13.55
36.7572,44.76,37.05,43.94,15.27
36.7688,46.17,36.81,45.61,15.60
36.7804,46.33,36.21,45.86,14.79
36.7920,46.04,34.93,45.67,13.85
36.8036,46.21,33.17,45.98,13.06
36.8152,45.49,32.59,45.25,12.85
36.8268,46.04,32.98,45.81,14.52
36.8385,47.37,33.17,47.20,18.20
36.8501,47.85,33.18,47.69,22.84
36.8617,48.18,33.97,47.99,25.40
36.8733,48.29,35.10,48.05,25.69
36.8849,48.03,35.13,47.77,25.59
36.8965,47.22,34.81,46.94,24.65
36.9081,46.14,34.96,45.77,23.06
36.9197,45.07,35.34,44.55,22.04
36.9313,42.69,35.07,41.84,20.19
36.9429,38.36,34.15,36.19,18.88
36.9546,35.01,31.67,32.03,18.81
36.9662,33.81,28.16,32.18,18.31
36.9778,34.59,24.31,34.02,17.16
36.9894,33.95,21.73,33.56,15.85
37.0010,32.42,21.30,31.89,15.28
37.0126,32.42,23.21,31.61,16.84
37.0242,32.52,26.66,30.79,18.71
37.0358,33.90,29.91,31.28,19.48
37.0474,36.14,31.65,34.06,19.02
37.0590,38.92,31.42,38.02,17.62
